Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar
Indrani Perera,Clarence Wijewardena,F major | Beat,"Group Songs, Request",Clarence Wijewardena,හා හා හොරේ දැනුනා දැනුනා මට නාවේ මොකෝ කියලා මා හා සිතේ තරහක් තිබුනානමේ නොකීවේ මොකෝ සිතුනා// පහල ඇලේ දිය බුබුලේ අමුතු සීතලක් දැනුනා දෙවට දිගේ එන අතරේ ඔබ හමුවේයයි සිතුනා ලිහිණි ගිරාකැල වනමැද්දේ ගීහඬ මට ඇසුනා අවරගිරේ හිරු බැස යද්දී පාළුව මට දැනුනා,ha-ha-hore,INTRO/INTER | F | - |Bb | - | | C |Bb | C | F | |Bb | - | F |Dm | | C |C7 |F/Bb|F | CHORUS F F Bb C C7 F VERSE 1 F F C C C7 F VERSE 2 F F C C C7 F Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,A major | Beat,Old Pops,Clarence Wijewardena,හද විලේ ඔබ පිපුණා නිසසලේ පෙති සැළුණා දුනුකේ මල සේ යාවී.... හද විලේ ඔබ පිපුණා නිසසලේ පෙති සැළුණා ආශා දෑසින් බලා සිනාසී ඒ සිත මා සිත වෙලා ගනීවී දහසක් වනමල් පිපී සැලේවී ජීවන මංපෙත සරසාලා ආදර ගීතේ තනුව කියාදී ජීවන මීවිත සතුට සදාදී මෝහන ලාලිත බැළුම් හෙළාවී මා යන මාවත සරසාලා,hada-vile,INTRO / INTER | A | - | D | - | | E | - | D | - | | A | - | E7 | A | CHORUS A E	 G D A A VERSE 1 A E D E D	 E D A VERSE 2 A E D E D E D A
Clarence Wijewardena,"Clarence Wijewardena, Super Golden Chimes",E major | Beat,"Group Songs, Request","Clarence Wijewardena, Super Golden Chimes",හන්තානේ මන්ද මාරුතේ හැන්දෑවේ යන්තමින් ඇසේවි මා හා එදා ඔබ කී කතා සන්තාපේ සොතැවුල් එදා අපි දෙන්නා ආදරෙන් බෙදා සරසවියේ අපගේ ලෝකයේ ඇත ඒ අතීතේ හැන්දෑවේ සූළඟ හමනවා හන්තානේ තවම තියෙනවා මා තනිවෙලා ඔබ තනිවෙලා සිහිවෙවිදෝ නින්දේ ඔබ සිහිනයක් වෙලා කන්දේ අපි තැනක තනි වෙලා මගේ කුටියේ ඔබේ නම ලියා සිතුවමක් කලානේ හැන්දෑවේ සූළඟ හමනවා හන්තානේ තවම තියෙනවා මා තනිවෙලා ඔබ තනිවෙලා සිහිවෙවිදෝ,hanthane-manda-maruthe,INTRO/INTER | + | | E | - | - |E7 | | A | - | E | - | | A | - | E | + | CHORUS E E B A E VERSE 1 E E A E E B A E A E Back To Chorus VERSE 2 E E A E E B A E A E Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,D major | Beat,"Inspirational, Old Pops",Clarence Wijewardena,කඳ සුරිඳුනි ඔබේ ඔද තෙද දැක හද පිබිදුනු සිතැතිව පුද දෙමු බැතියෙන ඔබ යැදුමට ආවා අපිඔබ පිදුමට ආවා// සත්ගිරි වට කොට ඔබේ නිවහන ඇත සත්සිඳු පතලව ඔබේ කිතුගොස ඇත ඔබ යැදුමට ආවා අපිඔබ පිදුමට ආවා මයුරාසන මත වැජඹෙන තෙදැතිව උතුරන හදකින් පුදදෙමු බැතියෙන ඔබ යැදුමට ආවා අපිඔබ පිදුමට ආවා කඳ සුරිඳුනි ඔබේ පිහිට ලැබේවා මගෙ රට සවුසිරියෙන් සපිරේවා ඔබ යැදුමට ආවා අපිඔබ පිදුමට ආවා,kanda-suriduni,INTRO || D | - | G | - | | A | G | D | - || CHORUS D		 D7	 G A G D G A D VERSE 1 D		 D7	 G A G D G A D VERSE 2 D	 D7 G A G D G A D VERSE 3 D		 D7	 G A G D G A D
"Clarence Wijewardena, Indrani Perera",Clarence Wijewardena,A major | Beat,"Duets, Old Pops",Clarence Wijewardena,කඳුකරයේ සීතලේ මීදුම් තිර යා කෙරේ හඳුනා හද ආදරේ ගෙවමු අපි ජීවිතේ // සවන් පුරා එන ඔබේ ගී නදින් හදක් පිරී යනවා නුවන් පිරී ගිය කඳුලැලි අතරින් සිනා ගලා එනවා අපේ වෙනස්කම් මකා දමා සිතුම් පැතුම් නොමැකෙතියි අමා මුවේ සිනා දුක මකා දමා පිබිදේ,kandukaraye-seethale,INTRO Saxaphone Ad Lib CHORUS A E		 A VERSE 1 A D	 A A E7 A INTER | A | - | - | - | A | - | - | - | | E | - | - | - | A | - | - | - | VERSE 2 A	 E A		 E A	 E		 A
Clarence Wijewardena,Clarence Wijewardena,F Major | Beat,"Classics, Group Songs",Clarence Wijewardena,කිමද නාවේ ඇයි නාවෙ තරහ වී කවුද කීවේ බොරු කීවේ මගෙ දයා පෙර නූයේ ඇයි වුයෙ අද වාගේ කිමද නාවෙ ඇයි නාවෙ අද ඔයා සැමදාම බලා සිටියා මගෙ කව්ලුව ලගට වෙලා // කවදාවත් නැ වුයේ මෙ වාගෙ මගෙ පැල්පත අද පාලුයි නිහඩයි අදුරයි ඇත්තේ // කවදාවත් නැ වුයේ මෙ වාගෙ,kimada-nawe,INTRO/INTER | F | - | | C | - | - | - | | F | - | - | - | | C | C | + | + | | F | - | CHORUS F C C C7 F F F7 Bb Gm F C F VERSE 1 F C C7 F F C Back To Chorus VERSE 2 F C C7 F F C Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,F Major | Beat,"Classics, Group Songs",Clarence Wijewardena,කිමද නාවේ ඇයි නාවෙ තරහ වී කවුද කීවේ බොරු කීවේ මගෙ දයා පෙර නූයේ ඇයි වුයෙ අද වාගේ කිමද නාවෙ ඇයි නාවෙ අද ඔයා සැමදාම බලා සිටියා මගෙ කව්ලුව ලගට වෙලා // කවදාවත් නැ වුයේ මෙ වාගෙ මගෙ පැල්පත අද පාලුයි නිහඩයි අදුරයි ඇත්තේ // කවදාවත් නැ වුයේ මෙ වාගෙ,kimada-nawe,INTRO/INTER | F | - | | C | - | - | - | | F | - | - | - | | C | C | + | + | | F | - | CHORUS F C C C7 F F F7 Bb Gm F C F VERSE 1 F C C7 F F C Back To Chorus VERSE 2 F C C7 F F C Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,A major | Beat,Old Pops,Clarence Wijewardena,කිරි මුහුද කළඹාලා ගෙනා මගේ කුඩා පුතුටයි මුතු මාලිගාවෙන් මා ගෙනා පැතුම් මගේ පුතුටයි ගීතයයි මලයි සිහින ලෝකයයි රන්තරුයි සඳයි පුතේ නුඹේ තමයි හීනෙකින් නුඹේ දෙතොල් සැලෙයි ඉබේ තරු මෙන් ගුවන් ගැබේ දිලෙයි දෙනෙත් ඔබේ තාත්තගේ සිතේ පැතුම් පිරී ඇතේ අම්මගේ සිතේ සෙනේ පිරී ඇතේ ඔබේ කුඩා නෙතේ ඇළුම් බැළුම් පුතේ සදා අපේ සිතේ රැඳී දිලෙයි පුතේ,kiri-muhuda,INTRO / INTER |A | - |D | - |A | - | E | - | |A | - |D | - |E7 | - | A | - | |A/E| A | CHORUS A D Bm A E A A D Bm A E A VERSE 1 A D A E D	 E E7 A|D| A D A E D	 E E7 A|D| VERSE 2 A D A E D	 E E7 A|D| A D A E D	 E E7 A|D|
"Annesley Malawana, Lilanthi Karunanayake",Clarence Wijewardena,F major | Beat,"Duets, Golden Pop, Group Songs",Clarence Wijewardena,කියන්න සුළගේ ඔබ කොයි සිටදෝ එන්නේ සැරින් සැරේ හෙමින් ඇවිත් හයියෙන් යන්නේ // කොහෙන් කොහොම ආවත් මොකටද විමසන්නෙ වනන්තරේ ඔබ දැක නැති තැනකිනි එන්නේ හමන තාලයටද ගහේ අතු කොල නැටුවේ අතර මගදි ඔබ එනවිට මොනවද දුටුවේ ගොපලු පුතෙක් ගියා උදේ ගවරැළ දක්කා මට අත වන වන කුඹුරක් නැටු හැටි දැක්කා සමගි වෙල තැන තැන යනවාලු එක රැලේ කැලය මැදදි සත්තු දැක්කෙ නැද්ද මඳනලේ කුරුලු මවක් නැතිවුණ පොඩි පැටවෙකු සෙව්වා තුරුලු කරන් මුවදෙන පැටියට කිරි පෙව්වා,kiyanna-sulange,INTRO/INTER | F | C |C7 | F | | F | C |C7 | F | CHORUS F	 C C Bb	 C 	 F |Bb | F |Bb | F | F	 F7 Bb Bb F		 C 	 F VERSE 1 F	 F7 Bb C	 Bb	 C 	 F |Bb | F |Bb | F | F	 F7 Bb Bb F		 C7 	 F Back To Chorus VERSE 2 F	 F7 Bb C	 Bb	 C 	 F |Bb | F |Bb | F | F	 F7 Bb Bb F		 C7 F Back To Chorus
"Clarence Wijewardena, Indrani Perera",Clarence Wijewardena,D major | Beat,"Duets, Group Songs",Clarence Wijewardena,ලපලු සෙවනේ ලැගුම් අරගෙන ඔබත් සමගින් තනිවෙලා සුරත සුරතේ තබා දිවුරෑ වදන් අද ඇත ගොළු වෙලා// ඟඟේ ඉවුරේ වැලි තලාවේ අපේ නම් ලියලා ඔබ එදා කී රස කතාවන් සිතේ ගොළු වීලා// මලක් මියයන අයුරු අපගේ සෙනෙහෙ දම් බිඳිලා එසේ පවසන වටදි මා හද බිඳී යයි තැවිලා,lapalu-sewane,INTRO | D | - | A | - | | A | - | D | - | CHORUS D A Em A A D INTER | D | - | G | - | | A | - | D | - | | G | - | A | - | |A7 | - | D | - | VERSE1 D G A D D G A D VERSE 2 D G A D D G A D Back To Chorus
"Annesley Malawana, Indrani Perera",Clarence Wijewardena,E major | Beat,"Calypso, Duets, Old Pops",Clarence Wijewardena,මගෙ කුඹුරේ ඉනි වැට බිදිලා ලපටි ගොයම් පැල කාදමලා රැක සිටියෙමි වෙහෙසක් නොබලා අල්ලාගෙන ආවෙමි බැදලා කාගෙද ගොං වස්සා මගෙ කුඹුරට බැස්සා හොද ගානක් උස්සා පවරා දෙමි වස්සා කාගෙද මේ හොර වසු පැටියා සොයා කෙනෙක් එන තුරු සිටියා මගේ අලාබය මේ සැටියා අය කරගෙන දෙමි හොර කොටියා සවස් වෙලා අපෙ ගේ පැත්තේ කව්ද බොලේ එනවා දැක්කේ වැටේ කඩුල්ලේ අර පැත්තේ හදුනන මුහුනකි මම දැක්කේ// මොකද ලදේ මේ අරුමැක්කේ කලකින් ඔබෙ ලස්සන දැක්කේ අප ගැන ඇයි සැලකුම් නැත්තේ මගෙ නම් නැහැ වෙනසක් ඇත්තේ සිරිමල් අයියට පැණි වරකා ගෙන ආවෙමි ගෙදරින් පොරකා සිරිමල් අයියේ මට සලකා දෙනවද මට මගෙ කලුහරකා දුන්නට පැණි වරකා දෙන්නම් කලුහරකා මා ගැන තව සලකා දෙනවද බහ මැණිකා,mage-kumbure,INTRO || A | - | B | - | |A/B| E | - | - || VERSE 1 E			 B B7 E E			 B B7 E/A/E VERSE1 E7	 A B	 B7	 E E7	 A B	 B7	 E CHORUS E			 B B7 E E			B B7 E/A/E VERSE 2 E			 B B7 E E			 B B7 E/A/E VERSE 3 E			 B B7 E E			 B B7 E/A/E Back To Chorus INTER | E | - | D | - | |A7 | - | D | - | VERSE 4 D			 A A7 D D			A A7 D/G/D CHORUS 2 D7	 G A	 A7	 D D7	 G A	 A7	 D Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,"Calypso, Old Pops",Clarence Wijewardena,මගෙ පැල්පතේ මා අඳුරේ වෙලී මා තනියේ ගිලී මා ගයමී මෙසේ කඳුලයි සිනාවයි ඔබගේ කතාවයි ගමනේ ලතාවයි සිගිවේ හදේ මගේ ජීවිතේ ඔබ නිසා ඇත වෙන් වී කවදත් ඔබයි ආදරේ මට ලන්වී මාගේ සිතේ සැනසුමක් ඇති වේ නම් ඒ ඔබ ගැනයි ආදරේ සැක නෑ දැන් ඔබ කී කතා රස කතා අද වාගේ සිහිවේ ලයේ සැනසුමයි එය මාගේ සැමදා මෙසේ සිත සිතා මම ඉන්නම් ලැබුනොත් ප්‍රියේ වාසන් අත ගන්නම්,mage-palpathe,INTRO / INTER | E | - |Esus4| - | x 2 | + | | A | B | B7 | E | | A | A | B7 | E | CHORUS E E7 A B B7 E E E7 A B B7 E VERSE 1 A E B E A E F# B E VERSE 2 A E B E A E F# B E
Clarence Wijewardena,Clarence Wijewardena,D major | Beat,Old Pops,Clarence Wijewardena,මලට බඹරෙකු සේ සිතට ඔබ එනවා කිරණ සේ හිරුගේ හද සිනාසෙනවා ඔබ සිනාසෙනවා දුකින් සිත මැලවී සිටින මොහොතකදී ඔබ ගැනයි සිතුවේ නිවෙයි දුක පහවී ලොව පහන් වෙනවා රැය කරා යනවා දහස් වර අතරේ ඔබව සිහි වෙනවා,malata-bambareku-se,INTRO / INTER |D | - | - | - | | G | - | - | - | |Em | - |A | - | |A7 | - | D | - | CHORUS D			 G G D A A7 D VERSE 1 D	 G D D G C A VERSE 2 D	 G D D G C A
Clarence Wijewardena,Clarence Wijewardena,D major | Beat,Old Pops,Clarence Wijewardena,මලේ හැන්දෑවේ වහින වෙලාවේ.. මගේ මීණා දළු නෙලන වෙලාවේ.. පමාවෙලා..නිමාවෙලා.. මලේ හැන්දෑවේ වහින වෙලාවේ. නළලලේ තිලකේ රතු පැහැය සේදිලා ගඟුලේ සුරවී ඒ පඳුරු හීරලා තෙමිලා තෙමිලා ගත සීතලෙන් වෙලී ගියා ද ආ පවන් රැලේ බඳුනේ පහසේ ඔබ කෙරෙහි ආදරේ ඇති දෝ නැතිදෝ ඔය පැතුම මා කෙරේ.. නොදැනේ නොහැඟේ මම මා හදේ බැදී පැතුම් කියන්න දෝ කෙසේ,male-handawe,INTRO |G |D |Em|D |D |- |Em|- | |Em|D/C/D/C |G | CHORUS G			 D G			 D D G			 D INTER |G |- |A |- |D |- |A |- | |G |- |D |- | VERSE 1 D D G D C D C D VERSE 2 D D G D C D C D
Clarence Wijewardena,Clarence Wijewardena,G major | Beat,Old Pops,Clarence Wijewardena,මනමාලී සිරියාවී අද පෝරුව මත නැඟිලා සුකුමාලී සුරනාලී අද ඔබේ දිනය වෙලා හඬලා දොඩලා දෙවියන් යැදලා සුභ මොහොතින් එනවා ගීයක් වාගේ ලස්සන ලෝකේ දිගුකල් යෙහෙන් වැජඹේවා නෑබුල් ලෝකේ සැප හා සෝකේ වටහා හොඳින් සැරදේවා // ජීවිත කාලේ රැදෙමින් ආලේ විශ්වාසයෙන් එකතු වේවා මල් මල් ලෝකේ මංගල යෝගේ සුභ මංගලේ සතුට දේවා //,manamali-siriyawi,INTRO / INTER |G |- |- |- | |G |- |C |- | |Am |- |- |- | |D |D7 |G |- | CHORUS G	 D	 C		 G G	 D	C		G Bm		 F C	 D G VERSE 1 G Am	 D D D7	 G VERSE 2 G Am	 D D D7	 G
Annesley Malawana,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,මංගෝ කළු නැන්දේ මොකදෑ මේ පැත්තේ සැන්දෑ යාමෙ බලා ගෙදරින් පැනගත්තේ// බුලත් කොරටුවෙන් ලපටි දළු වලින් මංගොට දැන් හරිම වැඩ වගේ පොලට ගෙනල්ලා ලාබෙට විකුණාලා ගෙදර එන්නෙ හිනා වැහි වැහී මංගො නැන්දගේ දුව අංගො කුමාරි ගිය සුමානේ පැනල ගිහිල්ලා ඇය හඬා වැලපිලා පොලවේ වැටී නැගිටලා වැඩක් නැහැනෙ දැන් පසුතැවිලා,mango-kalu-nande,INTRO/INTER |E/B|E/B|E/B7| E | |E/B|E/B|E/B7| E | | E | - | - | - | CHORUS E		 A E	 B E		A E B E VERSE 1 A			 E B	 B7	 E E7 A			 E B	 B7	 E/A E Back To Chorus VERSE 2 A			 E B	 B7		 E E7 A			 E B		 B7	 E/A E Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,D major | Beat,Old Pops,Clarence Wijewardena,මෑනියනේ හද සෙවන ගෙනෙන නිවන ඔබ තමා මා ළයෙහි සුව මිහිර මවන පහන ඔබ තමා ජීවිතයේ මා සොඳුරු මිහිරි සිහින ඔබ තමා.. මෑණියනේ.. ඔබ දෙපය අසල වඳිමි දන නමා ඔබෙ හසරැලි ඔබෙ කඳුලැලි මට දැක පුරුදුයි ඔබෙ උදහස ඔබෙ අදහස මට හුරු පුරුදුයි සිරැර පුරා දිවයන ලේ සුවද සුපුරුදුයි සිරස නමමි ඔබෙ නාමය සදැ පිවිතුරුයි,maniyane,INTRO |D |Dsus2|Dsus4 |D| x 2 |G |- |G |-| CHORUS Bm D G		 D A | A7 Bm D G		 A D|-|D7|-| G				 D C		D G A A7 D INTER |G |- | -| -|A | -|G | -| |G |- |A |- |D |D7| VERSE 1 G	 C D		G G	 C D G G	 C D		G A	 G A A7 D END |D |Dsus2|Dsus4 |D|
Indrani Perera,Clarence Wijewardena,G major | Beat,"Classics, Inspirational",Clarence Wijewardena,මතකය ඇසුරින් සිහියට ගන්නට නිතරම වෙහෙසුනෙමි මට පමණක් ඒ පින නැත්තේ ඇයි නිරතුරු වැළපුනෙමී අම්මා අම්මා යයි කීමට කෙනෙක් නොමැත සොයමී පැහැදිලි නැති එක ඡායාවක් ඇත ඒ ඔබ බව දනිමී ඉස්සර දවසක උදැසනක ඔබ මා නළවන්න ඇතී මා හඬනා විට දුක ඉපදී මට ලේ කිරි දෙන්න ඇතී මගෙ හිස පිරි මැද මගෙ ගත පිරි මැද මුව සිප ගන්න ඇතී ඔබ යන විට මා කැටුව යන්න නම් අමතක වෙන්න ඇතී,mathakaya-asurin---(),INTRO/INTER | + | + | | C | G | F | - | | F | C | G | - | | G | - | G | F | | F | - | C | G | | + | VERSE1 G G G7 C D C D D7 G (D/C) CHORUS D C G D G D C D D7 G VERSE 2 G G G7 C D C D D7 G (D/C) G G G7 C D C D D7 G (D/C) END | G | - |Bm | - | | C | - | G | D | |Am | - |Cm | - | | G |D7 | G | - | Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,G major | Beat,Old Pops,Clarence Wijewardena,මොරටුව මොරටුව ඒ නොමැකෙන නම ලක් මව සැරසුව මොරටුව අපෙ ගම කොතැනත් මුල් තැන රැකගත් දස්කම මවු බිම අගයන එකයි මොරටු කම ලී බඩු ගැන නම ලක්බිම රන්දා මසුන් මරන ඔරු සයුරට කැන්දා// ආදර හොඳ හිත සැම වෙත රන්දා මොරටුව වැජඹෙයි අද ජයකොඩි බන්දා කොතන වුනත් අපි එකමුතු වන්නේ මොරටු ගමේ සිරි නිතරම පවසන්නේ// පෙරට තැබූ පය නැත ආපසු ගන්නේ පූරුවෙ පිනටයි අපි මොරටුවේ උපන්නේ,moratuwa-moratuwa,INTRO / INTER |+ | |D |D7 |G |- | |D |D7 |G |D | |G |D |G |+ | |D |D7 |G | CHORUS G	 Am D		G G 	 D	 D7		G G	 Am D		G G 	 D	D7	 G VERSE 1 G	 Em	 D	 G G	 Em	 D	 G G	 F	 Em	 D D		 D7		 G VERSE 2 G	 Em	 D	 G G	 Em	 D	 G G	 F	 Em	 D D		 D7		 G
Clarence Wijewardena,Clarence Wijewardena,G major | Beat,"Calypso, Old Pops",Clarence Wijewardena,මුහුදු රැල්ල ඔස්සේ ඔරුවක් පැදයනවෝ නිම් වලල්ල ඔස්සේ ගැවි ගැවි යනවෝ ඈත දියඹ සොයලා ඉව කරමින් යනවෝ ඈත මෑත බලලා අපි මාලු බාලා එනවෝ ඔරුව පැදල යන්නේ රෑට නිදි මරන්නේ දරුවො අඹු රකින්නේ අපි මාලු බාලා එන්නේ // දෑතේ සවිය ගන්නේ ඔරුව පැදල යන්නේ වෙරළ දුර පෙනෙන්නේ අපි මාලු බාලා එන්නේ //,muhudu-ralla-osse,INTRO / INTER | + | + | + | + | ||G |C | D | G || CHORUS G	 C	 D		 G G	 C	 D		 G G	 D		 G G	 C	 D		 G VERSE 1 G	 C D		 G G		 C D	 G VERSE 2 G	 C D		 G G		 C D	 G
"Indrani Perera, Priyantha Fernando",Clarence Wijewardena,G Major | Beat,"Duets, Request",Clarence Wijewardena,නිරන්ජලා කාටදෝ ආදරේලු දැන් ඉතින් මොකො ආස නෑ ආදරේට මං// සමනළයි සමන් මලයි ඒ වගේලු පෙම්වතුන් මලින් මලේ ආදරේ අපිට ආස නැ ප්‍රියංගනී කාටදෝ ආදරේලු දැන් ඉතින් මොකො ආස නෑ ආදරේට මං දගකාරී නුහුරු කතා මට කියන්නේ කෙනෙකු නැ හිතින් හඬන ආදරේ අපිට ඕනි නැ කුසුම්ලතා කාටදෝ ආදරේලු දැන් ඉතින් මොකො ආස නෑ ආදරේට මං//,niranjala-katado,INTRO || G |G/D7| G |G/D7| | G |G/D7| + | + || CHORUS G D D7 G G D D7 G INTER | G | - | C | - | | D |D7 | G |G7 | | C | - | D | - | |D7 | - | G | - | VERSE1 G C G G Em Am F C G CHORUS 2 G D D7 G G D D7 G VERSE 2 G C G G Em Am F C G CHORUS 3 G D D7 G G D D7 G Back To Chorus
Angelin Gunathilaka,Clarence Wijewardena,D major | Beat,Old Pops,Clarence Wijewardena,ඔකඳ වෙලා සිත ඔකඳ වෙලා තුරුණු වියේ සිත ඔකඳ වෙලා අවන්හලේ මැලවී යන අඩ අඳුරේ සිහින ලොවේ ඔබ හා සැනසෙන මොහොතේ ලඟින් ඉඳන් රස කතා කියා සනසන්නම් ඔබ මගෙයි කියා සවන පුරා විහිදී යන මිහිරි ගැයුම් දෙනෙත පුරා උතුරා යන මිහිරි දැකුම් රැඳී හදේ උණුසුමින් පුරා දිලේ සිතුම් නලියමින් නුරා,okanda-wela,INTRO/INTER 1 || D | - | A | - | |A7 | - | D | - || CHORUS D A A7 D VERSE 1 D A |A/Gb| G D C G A A7 D Back To Chorus INTER 2 || D | - | D | - || | + | + | || D | - | A | - | |A7 | - | D | - || VERSE 2 D A |A/Gb| G D C G A A7 D Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,A minor | Beat,Old Pops,Clarence Wijewardena,පියඹා යනවා මා ආකාශයේ අවසානයි ප්‍රේමාදරේ ගිරවෝ කොව්ලෝ මිදුනා මා ආදරෙන්... පෙම් බැන්ද දා ඉදන් උපන් හඳේ සිත වේදන ඉතින් රිදුම් නොදේ ජිවිතේ පවන් සැලේ මල් මල් යොවුන් වියේ ජිවිතේ රෑ නින්ද යා නොදී හිතේ උපන් නෑ පෙම්වති කියා රුවක් ඉතින් පෙම් යදම් සිදී බිදී ගිහින් මල් මල් යොවුන් වියේ ජිවිතේ,piyaba-yanawa-ma,INTRO / INTER |Am| +|Am|+ | |Am| -|F | -|G |F |E |+ | CHORUS Am		 F F	 G G F G	 Am VERSE 1 Am Am			 D D	 G F E VERSE 2 Am Am			 D D	 G F E
Clarence Wijewardena,Clarence Wijewardena,G major | Beat,Old Pops,Clarence Wijewardena,රන් දුනුකේ මල සේ රන් මැනිකේ සැරසේ පති කුලයේ කුමරා ඇය කැදවා යනවා සුදු සේල ගතේ එතුනා ගෙල මාල හතක් බැදුනා රස විහිලු කතා ඇසුනා මුව කොල සිනා පිපුනා ඇගෙ මෑණි පියා දෙදෙනා පොඩි දොනි කියා කියනා මේ රූපෙ යොවුන් ලලනා අද දීග ගමන් යනවා,ran-dunuke,INTRO | Em | - | C | - | | G | - | - | - | | D | - | C | - | | G | C | CHORUS G	 D	 D7	 G G	 D	 D7	G INTER |Am | - | D | - | | G | - |Em | C | | D | - |D7 | - | |G/C| G | VERSE 1 G D D		 C D D7 G/C| G | VERSE 2 G D D		 C D D7 G/C| G |
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,රන් සමනලයින් ඉගිලෙනු දෑක මට ඈගෙ නෙත් පියලිය සිහිවෙනවා රන් සුරපුරකට මාකෑදවන්නට රම්‍යා ගෑන සිතිවිලි එනවා පොත් මිටියක් ගෙන ළමෑද තබා කෙට් පියවර මෑන තනිව මගේ පාසල වෙත යන ගමන ඈගේ මතකින් නොමෑකි තවම තිබේ සිතිවිලි පොදිබෑද මහද රෑදී සෙනෙහස් ගගුලේ සිටිය රෑදි කවදද මගෙ සෙවනට එන්නේ රම්‍යා මට ඔබ සිහිවෙන්නේ,ran-samanalayin,INTRO |E |Esus4|E |Esus4| CHORUS E	 A E B E E7 A B	 A	 E INTER 1 |D/A|D/A|E | -| | E | A |A |D |B |A | |E/A/E/A|E | - | VERSE 1 B		 A E B		 A E A E B	 A E INTER 1 | E | A |A |D |B |A | |E/A/E/A|E | - | VERSE 2 B		 A E B		 A E A E B A E
Shyami Fonseka,Clarence Wijewardena,E major | Beat,Golden Pop,Clarence Wijewardena,රස පිරුනු කතා හොදට ගොතා ඔබට කියන්නම් ඉර හැරුනු වෙලේ හඳපානේ ගීත ගයන්නම් එනු ඉක්මන් වී..මා වෙත ලංවී ඔබටයි මා.... ආදරේ. මගේ පැතුම් ඔබ ගාවයි ඔබේ පැතුම් මා ගාවයි// පවසමි මිහිරි කතා ඔබෙ ආදරය පතා ඔබටයි මා.... ආදරේ. සිතේ යමක් මට නොදැනී රැඳී තිබේ මම දනිමී// ඒ ඔබ ගැනයි ප්‍රියේ උතුරයි සතුට ලයේ ඔබටයි මා.... ආදරේ.,rasa-pirunu-katha,INTRO/INTER | E | - | - | - | | E | - | - | - | | E |E7 | A | - | | B | - | E | - | | E | - | - | - | CHORUS E E7 A B B7 E A B B/A/B E VERSE 1 E B E A B B/A/B E VERSE 2 E B E A B B/A/B E Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,F major | Beat,Old Pops,Clarence Wijewardena,රෑ තාරකාවෝ බැලුවා එබී කිමදෝ නුවන් ඔබගේ කඳුලින් තෙමී ඊයේ දවාලේ අපගේ ලොවේ ආශා ගඟුල් යා වුණා // කඳුලැල් සලාලා නොහඬන් ළඳේ මමමයි කෙදා හෝ ඔය දෑත ගන්නේ ආශා විශාලයි ඉවසීම හීනයි දෙදෙනා කෙනෙක් වී බැඳුණා සිතේ හඳුණන්නෙදෝ ඔබ මාගේ සෙනේ ඉවසන්නෙදෝ ඔබ ඊයේ වගේ හදවත කොනේ මා කඳුලක් තියෙනවා කිසිදාක නොසිතූ නොපැතූ ලෙසේ,re-tharakawo,INTRO / INTER ||F |- |- |- | |Gm |- |- |- | |C |- |C7 |- | |F |- |- |- || CHORUS F	 C C		 Bb 	 F F	 F7	 Bb C	 C7	 F VERSE 1 F			 C C 		 Bb	 F F Gm	 F C C7	 F VERSE 2 F			 C C 		Bb	 F F Gm	 F C C7	 F
Annesley Malawana,Clarence Wijewardena,E major | Beat,Golden Pop,Clarence Wijewardena,රෝස මලේ නටුවෙ කටු වන බඹරෝ ඔහොම හිටු නටුව නොවෙයි මම මල සිඹිමි මම ළමයෝ පැණි උරමි // කළු දෙබරුන් නැත පැණි බොන්නේ වන බඹරුයි එහි රස දන්නේ මල නොතලා එහි පැණි උරලා මල දමලා උන් යති පැනලා මලේ පැණි නැති පවතින්නේ පැණි හිඳිලා මල පර වෙන්නේ කළු දෙබරෝ නැතුවද දන්නේ වන බඹරෝ නැත එහි යන්නේ,rosa-male,INTRO | E | - | - | - | CHORUS E A B B B7 E E E7 A B B B7 E INTER || E |B7 | - | E || | E | VERSE 1 A E B E A E B B7 E Back To Chorus VERSE 2 A E B E A E B B7 E Back To Chorus
